ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status
352,BK-M68S-38,1,LB ,CM ,Mountain-200 Silver, 38,Montaña: 200, plateada, 38,VTT 200 argent, 38,1117.8559,True,Silver,100,75,2071.4196,38,38-40 CM,23.350000000000001,4,M ,1242.8518,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00,2008-12-27 00:00:00,
353,BK-M68S-38,1,LB ,CM ,Mountain-200 Silver, 38,Montaña: 200, plateada, 38,VTT 200 argent, 38,1265.6195,True,Silver,100,75,2319.99,38,38-40 CM,23.350000000000001,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00,,Current
354,BK-M68S-42,1,LB ,CM ,Mountain-200 Silver, 42,Montaña: 200, plateada, 42,VTT 200 argent, 42,1117.8559,True,Silver,100,75,2071.4196,42,42-46 CM,23.77,4,M ,1242.8518,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00,2008-12-27 00:00:00,
355,BK-M68S-42,1,LB ,CM ,Mountain-200 Silver, 42,Montaña: 200, plateada, 42,VTT 200 argent, 42,1265.6195,True,Silver,100,75,2319.99,42,42-46 CM,23.77,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00,,Current
356,BK-M68S-46,1,LB ,CM ,Mountain-200 Silver, 46,Montaña: 200, plateada, 46,VTT 200 argent, 46,1117.8559,True,Silver,100,75,2071.4196,46,42-46 CM,24.129999999999999,4,M ,1242.8518,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00,2008-12-27 00:00:00,
357,BK-M68S-46,1,LB ,CM ,Mountain-200 Silver, 46,Montaña: 200, plateada, 46,VTT 200 argent, 46,1265.6195,True,Silver,100,75,2319.99,46,42-46 CM,24.129999999999999,4,M ,1391.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00,,Current
358,BK-M68B-38,1,LB ,CM ,Mountain-200 Black, 38,Montaña: 200, negra, 38,VTT 200 noir, 38,1105.81,True,Black,100,75,2049.0982,38,38-40 CM,23.350000000000001,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00,2008-12-27 00:00:00,
359,BK-M68B-38,1,LB ,CM ,Mountain-200 Black, 38,Montaña: 200, negra, 38,VTT 200 noir, 38,1251.9813,True,Black,100,75,2294.99,38,38-40 CM,23.350000000000001,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00,,Current
360,BK-M68B-42,1,LB ,CM ,Mountain-200 Black, 42,Montaña: 200, negra, 42,VTT 200 noir, 42,1105.81,True,Black,100,75,2049.0982,42,42-46 CM,23.77,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00,2008-12-27 00:00:00,
361,BK-M68B-42,1,LB ,CM ,Mountain-200 Black, 42,Montaña: 200, negra, 42,VTT 200 noir, 42,1251.9813,True,Black,100,75,2294.99,42,42-46 CM,23.77,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00,,Current
362,BK-M68B-46,1,LB ,CM ,Mountain-200 Black, 46,Montaña: 200, negra, 46,VTT 200 noir, 46,1105.81,True,Black,100,75,2049.0982,46,42-46 CM,24.129999999999999,4,M ,1229.4589,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00,2008-12-27 00:00:00,
363,BK-M68B-46,1,LB ,CM ,Mountain-200 Black, 46,Montaña: 200, negra, 46,VTT 200 noir, 46,1251.9813,True,Black,100,75,2294.99,46,42-46 CM,24.129999999999999,4,M ,1376.994,H ,U ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00,,Current
364,BK-M47B-38,1,LB ,CM ,Mountain-300 Black, 38,Montaña: 300, negra, 38,VTT 300 noir, 38,598.4354,True,Black,100,75,1079.99,38,38-40 CM,25.350000000000001,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2012-07-01 00:00:00,2008-12-27 00:00:00,
365,BK-M47B-40,1,LB ,CM ,Mountain-300 Black, 40,Montaña: 300, negra, 40,VTT 300 noir, 40,598.4354,True,Black,100,75,1079.99,40,38-40 CM,25.77,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2012-07-01 00:00:00,2008-12-27 00:00:00,
366,BK-M47B-44,1,LB ,CM ,Mountain-300 Black, 44,Montaña: 300, negra, 44,VTT 300 noir, 44,598.4354,True,Black,100,75,1079.99,44,42-46 CM,26.129999999999999,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2012-07-01 00:00:00,2008-12-27 00:00:00,
367,BK-M47B-48,1,LB ,CM ,Mountain-300 Black, 48,Montaña: 300, negra, 48,VTT 300 noir, 48,598.4354,True,Black,100,75,1079.99,48,48-52 CM,26.420000000000002,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2012-07-01 00:00:00,2008-12-27 00:00:00,
368,BK-R89R-44,2,LB ,CM ,Road-250 Red, 44,Carretera: 250, roja, 44,Vélo de route 250 rouge, 44,1518.7864,True,Red,100,75,2443.35,44,42-46 CM,14.77,4,R ,1466.01,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2012-07-01 00:00:00,2008-12-27 00:00:00,
369,BK-R89R-48,2,LB ,CM ,Road-250 Red, 48,Carretera: 250, roja, 48,Vélo de route 250 rouge, 48,1518.7864,True,Red,100,75,2443.35,48,48-52 CM,15.130000000000001,4,R ,1466.01,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2012-07-01 00:00:00,2008-12-27 00:00:00,
370,BK-R89R-52,2,LB ,CM ,Road-250 Red, 52,Carretera: 250, roja, 52,Vélo de route 250 rouge, 52,1518.7864,True,Red,100,75,2443.35,52,48-52 CM,15.42,4,R ,1466.01,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2012-07-01 00:00:00,2008-12-27 00:00:00,
371,BK-R89R-58,2,LB ,CM ,Road-250 Red, 58,Carretera: 250, roja, 58,Vélo de route 250 rouge, 58,1320.6838,True,Red,100,75,2181.5625,58,54-58 CM,15.789999999999999,4,R ,1308.9375,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2012-07-01 00:00:00,2008-12-27 00:00:00,
372,BK-R89R-58,2,LB ,CM ,Road-250 Red, 58,Carretera: 250, roja, 58,Vélo de route 250 rouge, 58,1554.9479,True,Red,100,75,2443.35,58,54-58 CM,15.789999999999999,4,R ,1466.01,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2013-07-01 00:00:00,,Current
373,BK-R89B-44,2,LB ,CM ,Road-250 Black, 44,Carretera: 250, negra, 44,Vélo de route 250 noir, 44,1320.6838,True,Black,100,75,2181.5625,44,42-46 CM,14.77,4,R ,1308.9375,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2012-07-01 00:00:00,2008-12-27 00:00:00,
374,BK-R89B-44,2,LB ,CM ,Road-250 Black, 44,Carretera: 250, negra, 44,Vélo de route 250 noir, 44,1554.9479,True,Black,100,75,2443.35,44,42-46 CM,14.77,4,R ,1466.01,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2013-07-01 00:00:00,,Current
375,BK-R89B-48,2,LB ,CM ,Road-250 Black, 48,Carretera: 250, negra, 48,Vélo de route 250 noir, 48,1320.6838,True,Black,100,75,2181.5625,48,48-52 CM,15.130000000000001,4,R ,1308.9375,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2012-07-01 00:00:00,2008-12-27 00:00:00,
376,BK-R89B-48,2,LB ,CM ,Road-250 Black, 48,Carretera: 250, negra, 48,Vélo de route 250 noir, 48,1554.9479,True,Black,100,75,2443.35,48,48-52 CM,15.130000000000001,4,R ,1466.01,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2013-07-01 00:00:00,,Current
377,BK-R89B-52,2,LB ,CM ,Road-250 Black, 52,Carretera: 250, negra, 52,Vélo de route 250 noir, 52,1320.6838,True,Black,100,75,2181.5625,52,48-52 CM,15.42,4,R ,1308.9375,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2012-07-01 00:00:00,2008-12-27 00:00:00,
378,BK-R89B-52,2,LB ,CM ,Road-250 Black, 52,Carretera: 250, negra, 52,Vélo de route 250 noir, 52,1554.9479,True,Black,100,75,2443.35,52,48-52 CM,15.42,4,R ,1466.01,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2013-07-01 00:00:00,,Current
379,BK-R89B-58,2,LB ,CM ,Road-250 Black, 58,Carretera: 250, negra, 58,Vélo de route 250 noir, 58,1320.6838,True,Black,100,75,2181.5625,58,54-58 CM,15.68,4,R ,1308.9375,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2012-07-01 00:00:00,2008-12-27 00:00:00,
380,BK-R89B-58,2,LB ,CM ,Road-250 Black, 58,Carretera: 250, negra, 58,Vélo de route 250 noir, 58,1554.9479,True,Black,100,75,2443.35,58,54-58 CM,15.68,4,R ,1466.01,H ,U ,Road-250,Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.,2013-07-01 00:00:00,,Current
381,BK-R64Y-38,2,LB ,CM ,Road-550-W Yellow, 38,Carretera: 550 para mujer, amarilla, 38,Vélo de route 550 -W - jaune, 38,605.6492,True,Yellow,100,75,1000.4375,38,38-40 CM,17.350000000000001,4,R ,600.2625,M ,W ,Road-550-W,Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.,2012-07-01 00:00:00,2008-12-27 00:00:00,
382,BK-R64Y-38,2,LB ,CM ,Road-550-W Yellow, 38,Carretera: 550 para mujer, amarilla, 38,Vélo de route 550 -W - jaune, 38,713.0798,True,Yellow,100,75,1120.49,38,38-40 CM,17.350000000000001,4,R ,672.294,M ,W ,Road-550-W,Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.,2013-07-01 00:00:00,,Current
383,BK-R64Y-40,2,LB ,CM ,Road-550-W Yellow, 40,Carretera: 550 para mujer, amarilla, 40,Vélo de route 550 -W - jaune, 40,605.6492,True,Yellow,100,75,1000.4375,40,38-40 CM,17.77,4,R ,600.2625,M ,W ,Road-550-W,Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.,2012-07-01 00:00:00,2008-12-27 00:00:00,
384,BK-R64Y-40,2,LB ,CM ,Road-550-W Yellow, 40,Carretera: 550 para mujer, amarilla, 40,Vélo de route 550 -W - jaune, 40,713.0798,True,Yellow,100,75,1120.49,40,38-40 CM,17.77,4,R ,672.294,M ,W ,Road-550-W,Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.,2013-07-01 00:00:00,,Current
385,BK-R64Y-42,2,LB ,CM ,Road-550-W Yellow, 42,Carretera: 550 para mujer, amarilla, 42,Vélo de route 550 -W - jaune, 42,605.6492,True,Yellow,100,75,1000.4375,42,42-46 CM,18.129999999999999,4,R ,600.2625,M ,W ,Road-550-W,Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.,2012-07-01 00:00:00,2008-12-27 00:00:00,
386,BK-R64Y-42,2,LB ,CM ,Road-550-W Yellow, 42,Carretera: 550 para mujer, amarilla, 42,Vélo de route 550 -W - jaune, 42,713.0798,True,Yellow,100,75,1120.49,42,42-46 CM,18.129999999999999,4,R ,672.294,M ,W ,Road-550-W,Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.,2013-07-01 00:00:00,,Current
387,BK-R64Y-44,2,LB ,CM ,Road-550-W Yellow, 44,Carretera: 550 para mujer, amarilla, 44,Vélo de route 550 -W - jaune, 44,605.6492,True,Yellow,100,75,1000.4375,44,42-46 CM,18.420000000000002,4,R ,600.2625,M ,W ,Road-550-W,Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.,2012-07-01 00:00:00,2008-12-27 00:00:00,
388,BK-R64Y-44,2,LB ,CM ,Road-550-W Yellow, 44,Carretera: 550 para mujer, amarilla, 44,Vélo de route 550 -W - jaune, 44,713.0798,True,Yellow,100,75,1120.49,44,42-46 CM,18.420000000000002,4,R ,672.294,M ,W ,Road-550-W,Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.,2013-07-01 00:00:00,,Current
389,BK-R64Y-48,2,LB ,CM ,Road-550-W Yellow, 48,Carretera: 550 para mujer, amarilla, 48,Vélo de route 550 -W - jaune, 48,605.6492,True,Yellow,100,75,1000.4375,48,48-52 CM,18.68,4,R ,600.2625,M ,W ,Road-550-W,Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.,2012-07-01 00:00:00,2008-12-27 00:00:00,
390,BK-R64Y-48,2,LB ,CM ,Road-550-W Yellow, 48,Carretera: 550 para mujer, amarilla, 48,Vélo de route 550 -W - jaune, 48,713.0798,True,Yellow,100,75,1120.49,48,48-52 CM,18.68,4,R ,672.294,M ,W ,Road-550-W,Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.,2013-07-01 00:00:00,,Current
391,FK-1639,10,,,LL Fork,Horquilla GB,Fourche LL,65.8097,True,NA,500,375,148.22,,NA,,1,,88.932,L ,,LL Fork,Stout design absorbs shock and offers more precise steering.,2012-07-01 00:00:00,2008-12-27 00:00:00,
392,FK-5136,10,,,ML Fork,Horquilla GM,Fourche ML,77.9176,True,NA,500,375,175.49,,NA,,1,,105.294,M ,,ML Fork,Composite road fork with an aluminum steerer tube.,2012-07-01 00:00:00,2008-12-27 00:00:00,
393,FK-9939,10,,,HL Fork,Horquilla GA,Fourche HL,101.8936,True,NA,500,375,229.49,,NA,,1,,137.694,H ,,HL Fork,High-performance carbon road fork with curved legs.,2012-07-01 00:00:00,2008-12-27 00:00:00,
394,HS-0296,11,,,LL Headset,Dirección GB,Jeu de direction LL,15.1848,True,NA,500,375,34.2,,NA,,1,,20.52,L ,,LL Headset,Threadless headset provides quality at an economical price.,2012-07-01 00:00:00,2008-12-27 00:00:00,
395,HS-2451,11,,,ML Headset,Dirección GM,Jeu de direction ML,45.4168,True,NA,500,375,102.29,,NA,,1,,61.374,M ,,ML Headset,Sealed cartridge keeps dirt out.,2012-07-01 00:00:00,2008-12-27 00:00:00,
396,HS-3479,11,,,HL Headset,Dirección GA,Jeu de direction HL,55.3801,True,NA,500,375,124.73,,NA,,1,,74.838,H ,,HL Headset,High-quality 1" threadless headset with a grease port for quick lubrication.,2012-07-01 00:00:00,2008-12-27 00:00:00,
397,HB-M243,4,,,LL Mountain Handlebars,,,17.978,True,NA,500,375,40.4909,,NA,,1,M ,24.2945,L ,,LL Mountain Handlebars,All-purpose bar for on or off-road.,2012-07-01 00:00:00,2008-12-27 00:00:00,
398,HB-M243,4,,,LL Mountain Handlebars,,,19.7758,True,NA,500,375,44.54,,NA,,1,M ,26.724,L ,,LL Mountain Handlebars,All-purpose bar for on or off-road.,2013-07-01 00:00:00,,Current
399,HB-M763,4,,,ML Mountain Handlebars,,,24.9932,True,NA,500,375,56.2909,,NA,,1,M ,33.7745,M ,,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2012-07-01 00:00:00,2008-12-27 00:00:00,
400,HB-M763,4,,,ML Mountain Handlebars,,,27.4925,True,NA,500,375,61.92,,NA,,1,M ,37.152,M ,,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,2013-07-01 00:00:00,,Current
401,HB-M918,4,,,HL Mountain Handlebars,,,48.5453,True,NA,500,375,109.3364,,NA,,1,M ,65.6018,H ,,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2012-07-01 00:00:00,2008-12-27 00:00:00,
402,HB-M918,4,,,HL Mountain Handlebars,,,53.3999,True,NA,500,375,120.27,,NA,,1,M ,72.162,H ,,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,2013-07-01 00:00:00,,Current
403,HB-R504,4,,,LL Road Handlebars,Manillar de carretera GB,Poignées de vélo de route LL,17.978,True,NA,500,375,40.4909,,NA,,1,R ,24.2945,L ,,LL Road Handlebars,Unique shape provides easier reach to the levers.,2012-07-01 00:00:00,2008-12-27 00:00:00,
404,HB-R504,4,,,LL Road Handlebars,Manillar de carretera GB,Poignées de vélo de route LL,19.7758,True,NA,500,375,44.54,,NA,,1,R ,26.724,L ,,LL Road Handlebars,Unique shape provides easier reach to the levers.,2013-07-01 00:00:00,,Current
405,HB-R720,4,,,ML Road Handlebars,Manillar de carretera GM,Poignées de vélo de route ML,24.9932,True,NA,500,375,56.2909,,NA,,1,R ,33.7745,M ,,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2012-07-01 00:00:00,2008-12-27 00:00:00,
406,HB-R720,4,,,ML Road Handlebars,Manillar de carretera GM,Poignées de vélo de route ML,27.4925,True,NA,500,375,61.92,,NA,,1,R ,37.152,M ,,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,2013-07-01 00:00:00,,Current
407,HB-R956,4,,,HL Road Handlebars,Manillar de carretera GA,Poignées de vélo de route HL,48.5453,True,NA,500,375,109.3364,,NA,,1,R ,65.6018,H ,,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00,2008-12-27 00:00:00,
408,HB-R956,4,,,HL Road Handlebars,Manillar de carretera GA,Poignées de vélo de route HL,53.3999,True,NA,500,375,120.27,,NA,,1,R ,72.162,H ,,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00,,Current
409,FR-M63B-38,12,LB ,CM ,ML Mountain Frame - Black, 38,,,185.8193,True,Black,500,375,348.76,38,38-40 CM,2.73,2,M ,209.256,M ,U ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,2012-07-01 00:00:00,2008-12-27 00:00:00,
410,FW-M423,17,,,LL Mountain Front Wheel,,,26.9708,True,Black,500,375,60.745,,NA,,1,M ,36.447,L ,,LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,2012-07-01 00:00:00,2008-12-27 00:00:00,
411,FW-M762,17,,,ML Mountain Front Wheel,,,92.8071,True,Black,500,375,209.025,,NA,,1,M ,125.415,M ,,ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,2012-07-01 00:00:00,2008-12-27 00:00:00,
412,FW-M928,17,,,HL Mountain Front Wheel,,,133.2955,True,Black,500,375,300.215,,NA,,1,M ,180.129,H ,,HL Mountain Front Wheel,High-performance mountain replacement wheel.,2012-07-01 00:00:00,2008-12-27 00:00:00,
413,FW-R623,17,G  ,,LL Road Front Wheel,Rueda de carretera delantera GB,Roue avant de vélo de route LL,37.9909,True,Black,500,375,85.565,,NA,900,1,R ,51.339,L ,,LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,2012-07-01 00:00:00,2008-12-27 00:00:00,
414,FW-R762,17,G  ,,ML Road Front Wheel,Rueda de carretera delantera GM,Roue avant de vélo de route ML,110.2829,True,Black,500,375,248.385,,NA,850,1,R ,149.031,M ,,ML Road Front Wheel,Sturdy alloy features a quick-release hub.,2012-07-01 00:00:00,2008-12-27 00:00:00,
415,FW-R820,17,G  ,,HL Road Front Wheel,Rueda de carretera delantera GA,Roue avant de vélo de route HL,146.5466,True,Black,500,375,330.06,,NA,650,1,R ,198.036,H ,,HL Road Front Wheel,Strong wheel with double-walled rim.,2012-07-01 00:00:00,2008-12-27 00:00:00,
416,FW-T905,17,,,Touring Front Wheel,Rueda de paseo delantera,Roue avant de vélo de randonnée,96.7964,True,Black,500,375,218.01,,NA,,1,T ,130.806,,,Touring Front Wheel,Aerodynamic rims for smooth riding.,2012-07-01 00:00:00,2008-12-27 00:00:00,
417,FR-R72Y-38,14,LB ,CM ,ML Road Frame-W - Yellow, 38,Cuadro de carretera para mujer GM: amarillo, 38,Cadre de route ML -W - jaune, 38,300.1188,True,Yellow,500,375,540.7545,38,38-40 CM,2.1800000000000002,2,R ,324.4527,M ,W ,ML Road Frame-W,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.,2012-07-01 00:00:00,2008-12-27 00:00:00,
418,FR-R72Y-38,14,LB ,CM ,ML Road Frame-W - Yellow, 38,Cuadro de carretera para mujer GM: amarillo, 38,Cadre de route ML -W - jaune, 38,360.9428,True,Yellow,500,375,594.83,38,38-40 CM,2.1800000000000002,2,R ,356.898,M ,W ,ML Road Frame-W,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.,2013-07-01 00:00:00,,Current
419,RW-M423,17,,,LL Mountain Rear Wheel,,,38.9588,True,Black,500,375,87.745,,NA,,1,M ,52.647,L ,,LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,2012-07-01 00:00:00,2008-12-27 00:00:00,
420,RW-M762,17,,,ML Mountain Rear Wheel,,,104.7951,True,Black,500,375,236.025,,NA,,1,M ,141.615,M ,,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,2012-07-01 00:00:00,2008-12-27 00:00:00,
421,RW-M928,17,,,HL Mountain Rear Wheel,,,145.2835,True,Black,500,375,327.215,,NA,,1,M ,196.329,H ,,HL Mountain Rear Wheel,High-performance mountain replacement wheel.,2012-07-01 00:00:00,2008-12-27 00:00:00,
422,RW-R623,17,G  ,,LL Road Rear Wheel,Rueda de carretera trasera GB,Roue arrière de vélo de route LL,49.9789,True,Black,500,375,112.565,,NA,1050,1,R ,67.539,L ,,LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,2012-07-01 00:00:00,2008-12-27 00:00:00,
423,RW-R762,17,G  ,,ML Road Rear Wheel,Rueda de carretera trasera GM,Roue arrière de vélo de route ML,122.2709,True,Black,500,375,275.385,,NA,1000,1,R ,165.231,M ,,ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,2012-07-01 00:00:00,2008-12-27 00:00:00,
424,RW-R820,17,G  ,,HL Road Rear Wheel,Rueda de carretera trasera GA,Roue arrière de vélo de route HL,158.5346,True,Black,500,375,357.06,,NA,890,1,R ,214.236,H ,,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,2012-07-01 00:00:00,2008-12-27 00:00:00,
425,RW-T905,17,,,Touring Rear Wheel,Rueda de paseo trasera,Roue arrière de vélo de randonnée,108.7844,True,Black,500,375,245.01,,NA,,1,T ,147.006,,,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,2012-07-01 00:00:00,2008-12-27 00:00:00,
426,FR-M63B-40,12,LB ,CM ,ML Mountain Frame - Black, 40,,,185.8193,True,Black,500,375,348.76,40,38-40 CM,2.77,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2012-07-01 00:00:00,2008-12-27 00:00:00,
427,FR-M63B-44,12,LB ,CM ,ML Mountain Frame - Black, 44,,,185.8193,True,Black,500,375,348.76,44,42-46 CM,2.8100000000000001,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2012-07-01 00:00:00,2008-12-27 00:00:00,
428,FR-M63B-48,12,LB ,CM ,ML Mountain Frame - Black, 48,,,185.8193,True,Black,500,375,348.76,48,48-52 CM,2.8500000000000001,1,M ,209.256,M ,U ,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2012-07-01 00:00:00,2008-12-27 00:00:00,
429,FR-R72Y-40,14,LB ,CM ,ML Road Frame-W - Yellow, 40,Cuadro de carretera para mujer GM: amarillo, 40,Cadre de route ML -W - jaune, 40,300.1188,True,Yellow,500,375,540.7545,40,38-40 CM,2.2200000000000002,1,R ,324.4527,M ,W ,ML Road Frame-W,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.,2012-07-01 00:00:00,2008-12-27 00:00:00,
430,FR-R72Y-40,14,LB ,CM ,ML Road Frame-W - Yellow, 40,Cuadro de carretera para mujer GM: amarillo, 40,Cadre de route ML -W - jaune, 40,360.9428,True,Yellow,500,375,594.83,40,38-40 CM,2.2200000000000002,1,R ,356.898,M ,W ,ML Road Frame-W,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.,2013-07-01 00:00:00,,Current
431,FR-R72Y-42,14,LB ,CM ,ML Road Frame-W - Yellow, 42,Cuadro de carretera para mujer GM: amarillo, 42,Cadre de route ML -W - jaune, 42,300.1188,True,Yellow,500,375,540.7545,42,42-46 CM,2.2599999999999998,1,R ,324.4527,M ,W ,ML Road Frame-W,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.,2012-07-01 00:00:00,2008-12-27 00:00:00,
432,FR-R72Y-42,14,LB ,CM ,ML Road Frame-W - Yellow, 42,Cuadro de carretera para mujer GM: amarillo, 42,Cadre de route ML -W - jaune, 42,360.9428,True,Yellow,500,375,594.83,42,42-46 CM,2.2599999999999998,1,R ,356.898,M ,W ,ML Road Frame-W,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.,2013-07-01 00:00:00,,Current
